sample_id,expected_malicious,any_network,source_and_network,any_taint_chain
BV3-0215,True,True,True,True
BV3-0216,True,True,True,True
BV3-0217,True,True,True,True
BV3-0218,True,True,True,True
BV3-0219,True,True,True,True
BV3-0220,True,True,True,True
BV3-0221,True,True,False,False
BV3-0222,True,True,True,True
BV3-0223,True,True,True,True
BV3-0224,True,True,True,True
BV3-0225,True,True,True,True
BV3-0226,True,True,False,False
BV3-0227,True,True,True,True
BV3-0228,True,True,True,True
BV3-0229,True,True,True,True
BV3-0230,True,True,False,False
BV3-0231,True,True,False,False
BV3-0232,True,True,False,False
BV3-0233,True,True,True,True
BV3-0234,True,True,True,True
BV3-0235,True,True,True,True
BV3-0236,True,True,True,True
BV3-0237,True,True,True,True
BV3-0238,True,True,True,True
BV3-0239,True,True,True,True
BV3-0240,True,True,True,True
BV3-0241,True,True,False,False
BV3-0242,True,True,True,True
BV3-0243,True,True,True,True
BV3-0244,True,True,True,True
BV3-0246,True,True,True,True
BV3-0247,True,True,True,True
BV3-0248,True,True,True,True
BV3-0249,True,True,True,True
BV3-0250,True,True,True,True
BV3-0251,True,True,True,True
BV3-0252,True,True,True,True
BV3-0253,True,True,True,True
BV3-0254,True,True,True,True
BV3-0255,True,True,True,True
BV3-0256,True,True,True,True
BV3-0257,True,True,True,True
BV3-0258,True,True,True,True
BV3-0259,True,True,True,True
BV3-0260,True,True,True,True
BV3-0261,True,True,True,True
BV3-0262,True,True,True,True
BV3-0263,True,True,True,True
BV3-0264,True,True,False,False
BV3-0265,True,True,True,True
BV3-0266,True,True,True,True
BV3-0267,True,True,True,True
BV3-0268,True,True,True,True
BV3-0269,True,True,True,True
BV3-0270,True,True,True,True
BV3-0271,True,True,True,True
BV3-0272,True,True,True,True
BV3-0273,True,True,True,True
BV3-0274,True,True,True,True
BV3-0275,True,True,True,True
BV3-0276,True,True,True,True
BV3-0277,True,True,True,True
BV3-0278,True,True,True,True
BV3-0279,True,True,True,True
BV3-0280,True,True,True,True
BV3-0281,True,True,True,True
BV3-0282,True,True,True,True
BV3-0283,True,True,True,True
BV3-0284,True,True,True,True
BV3-0285,True,True,True,True
BV3-0286,True,True,True,True
BV3-0287,True,True,True,True
BV3-0288,True,True,True,True
BV3-0289,True,True,True,True
BV3-0290,True,True,True,True
BV3-0291,True,True,True,True
BV3-0292,True,True,True,True
BV3-0293,True,True,True,True
BV3-0294,True,True,True,True
BV3-0295,True,True,True,True
BV3-0296,True,True,True,True
BV3-0297,True,True,True,True
BV3-0298,True,True,True,True
BV3-0299,True,True,True,True
BV3-0300,True,True,True,True
BV3-0301,True,True,False,False
BV3-0302,True,True,True,True
BV3-0303,True,True,True,True
BV3-0304,True,True,True,True
BV3-0305,True,True,True,True
BV3-0306,True,True,True,True
BV3-0307,True,True,True,True
BV3-0308,True,True,True,True
BV3-0309,True,True,False,False
BV3-0310,True,True,True,True
BV3-0311,True,True,True,True
BV3-0312,True,True,True,True
BV3-0313,True,True,True,True
BV3-0314,True,True,True,True
BV3-0315,True,True,False,False
BV3-0316,True,True,True,True
BV3-0317,True,True,True,True
BV3-0318,True,True,True,True
BV3-0319,True,True,True,True
BV3-0320,True,True,True,True
BV3-0321,True,True,True,True
BV3-0322,True,True,True,True
BV3-0323,True,True,True,True
BV3-0324,True,True,True,True
BV3-0325,True,True,True,True
BV3-0326,True,True,True,True
BV3-0327,True,True,True,True
BV3-0328,True,True,True,True
BV3-0329,True,True,True,False
BV3-0330,True,True,True,True
BV3-0331,True,True,False,False
BV3-0332,True,True,True,True
BV3-0333,True,True,True,True
BV3-0334,True,True,True,True
BV3-0335,True,True,True,True
BV3-0336,True,True,True,True
BV3-0337,True,True,True,True
BV3-0338,True,True,True,True
BV3-0339,True,True,True,True
BV3-0340,True,True,True,True
BV3-0341,True,True,True,True
BV3-0342,True,True,True,True
BV3-0343,True,True,True,True
BV3-0344,True,True,True,True
BV3-0345,True,True,True,True
BV3-0346,True,True,True,True
BV3-0347,True,True,True,True
BV3-0348,True,True,True,True
BV3-0349,True,True,True,True
BV3-0350,True,True,True,True
BV3-0351,True,True,True,True
BV3-0352,True,True,True,True
BV3-0353,True,True,True,True
BV3-0354,True,True,True,True
BV3-0355,True,True,True,True
BV3-0356,True,True,True,True
BV3-0357,True,True,True,True
BV3-0358,True,True,True,True
BV3-0359,True,True,True,True
BV3-0360,True,True,True,True
BV3-0361,True,True,True,True
BV3-0362,True,True,True,True
BV3-0363,True,True,True,True
BV3-0364,True,True,True,True
BV3-0365,True,True,True,True
BV3-0366,True,True,True,True
BV3-0367,True,True,True,True
BV3-0368,True,True,True,True
BV3-0369,True,True,True,True
BV3-0370,True,True,True,True
BV3-0371,True,True,True,True
BV3-0372,True,True,True,True
BV3-0373,True,True,True,True
BV3-0374,True,True,True,True
BV3-0375,True,True,True,True
BV3-0376,True,True,True,True
BV3-0377,True,True,True,True
BV3-0378,True,True,True,True
BV3-0379,True,True,True,True
BV3-0380,True,True,True,True
BV3-0381,True,True,True,True
BV3-0382,True,True,True,True
BV3-0383,True,True,True,True
BV3-0384,True,True,True,True
BV3-0385,True,True,True,True
BV3-0386,True,True,True,True
BV3-0387,True,True,True,True
BV3-0388,True,True,True,True
BV3-0389,True,True,True,True
BV3-0390,True,True,True,True
BV3-0391,True,True,True,True
BV3-0392,True,True,False,False
BV3-0393,True,True,True,True
BV3-0394,True,True,True,True
BV3-0395,True,True,True,True
BV3-0396,True,True,True,True
BV3-0397,True,True,True,True
BV3-0398,True,True,True,True
BV3-0399,True,True,True,True
BV3-0400,True,True,True,True
BV3-0401,False,True,True,True
BV3-0402,False,True,True,True
BV3-0403,False,True,True,True
BV3-0404,False,True,True,True
BV3-0405,False,True,True,True
BV3-0406,False,True,True,True
BV3-0407,False,True,True,True
BV3-0408,False,True,True,True
BV3-0409,False,True,True,True
BV3-0410,False,True,True,True
BV3-0411,False,True,True,True
BV3-0412,False,True,False,False
BV3-0413,False,True,True,True
BV3-0414,False,True,True,True
BV3-0415,False,True,True,True
BV3-0416,False,True,True,True
BV3-0417,False,True,True,True
BV3-0418,False,True,True,True
BV3-0419,False,True,True,True
BV3-0420,False,True,True,True
BV3-0421,False,True,False,False
BV3-0422,False,True,True,True
BV3-0423,False,True,True,True
BV3-0424,False,True,True,True
BV3-0425,False,True,True,True
BV3-0426,False,True,True,True
BV3-0427,False,True,True,True
BV3-0428,False,True,True,True
BV3-0430,False,True,True,True
BV3-0431,False,True,True,True
BV3-0432,False,True,True,True
BV3-0433,False,True,True,True
BV3-0434,False,True,True,True
BV3-0435,False,True,True,True
BV3-0436,False,True,True,True
BV3-0437,False,True,True,True
BV3-0438,False,True,False,False
BV3-0439,False,True,True,True
BV3-0440,False,True,True,True
BV3-0441,False,True,True,True
BV3-0442,False,True,True,True
BV3-0443,False,True,True,True
BV3-0444,False,True,True,True
BV3-0445,False,True,True,True
BV3-0446,False,True,True,True
BV3-0447,False,True,True,True
BV3-0448,False,True,True,True
BV3-0449,False,True,False,False
BV3-0450,False,True,True,True
BV3-0451,False,True,True,True
BV3-0452,False,True,True,True
BV3-0453,False,True,False,False
BV3-0454,False,True,False,False
BV3-0455,False,True,False,False
BV3-0456,False,True,False,False
BV3-0457,False,True,True,True
BV3-0458,False,True,True,True
BV3-0459,False,True,True,True
BV3-0460,False,True,True,True
BV3-0461,False,True,True,True
BV3-0462,False,True,True,True
BV3-0463,False,True,True,True
BV3-0464,False,True,True,True
BV3-0465,False,True,True,True
BV3-0466,False,True,False,False
BV3-0467,False,True,True,False
BV3-0468,False,True,True,True
BV3-0469,False,True,True,False
BV3-0470,False,True,True,True
BV3-0471,False,True,True,True
BV3-0472,False,True,True,True
BV3-0473,False,True,True,False
BV3-0474,False,True,True,True
BV3-0475,False,True,True,True
BV3-0476,False,True,True,True
BV3-0477,False,True,True,True
BV3-0478,False,True,True,True
BV3-0479,False,True,False,False
BV3-0480,False,True,True,True
BV3-0481,False,True,False,False
BV3-0482,False,True,False,False
BV3-0483,False,True,True,True
BV3-0484,False,True,True,True
BV3-0485,False,True,False,False
BV3-0486,False,True,True,True
BV3-0487,False,True,True,True
BV3-0488,False,True,True,True
BV3-0489,False,True,True,True
BV3-0490,False,True,False,False
BV3-0491,False,True,True,True
BV3-0493,False,True,True,False
BV3-0494,False,True,True,True
BV3-0495,False,True,False,False
BV3-0496,False,True,True,True
BV3-0497,False,True,True,True
BV3-0498,False,True,True,True
BV3-0509,False,True,True,True
BV3-0510,False,True,True,True
BV3-0511,False,True,True,True
BV3-0512,False,True,True,True
BV3-0514,False,True,True,True
BV3-0515,False,True,True,True
BV3-0516,False,True,True,True
BV3-0522,False,True,False,False
BV3-0523,False,True,True,True
BV3-0524,False,True,True,True
BV3-0525,False,True,True,True
BV3-0526,False,True,True,True
BV3-0527,False,True,True,True
BV3-0528,False,True,True,True
BV3-0529,False,True,True,False
BV3-0530,False,True,True,True
BV3-0531,False,True,True,True
BV3-0532,False,True,True,True
BV3-0533,False,True,False,False
BV3-0534,False,True,False,False
BV3-0535,False,True,True,True
BV3-0536,False,True,True,True
BV3-0537,False,True,True,True
BV3-0538,False,True,True,False
BV3-0539,False,True,True,True
BV3-0540,False,True,True,True
BV3-0541,False,True,True,True
BV3-0542,False,True,False,False
BV3-0543,False,True,True,True
BV3-0544,False,True,True,True
BV3-0545,False,True,True,True
BV3-0546,False,True,True,True
BV3-0547,False,True,True,True
BV3-0548,False,True,True,True
BV3-0549,False,True,True,True
BV3-0550,False,True,True,True
BV3-0551,False,True,False,False
BV3-0552,False,True,False,False
BV3-0553,False,True,True,True
BV3-0554,False,True,True,True
BV3-0555,False,True,True,True
BV3-0556,False,True,True,True
BV3-0557,False,True,True,True
BV3-0558,False,True,True,True
BV3-0559,False,True,True,True
BV3-0560,False,True,True,True
BV3-0561,False,True,True,True
BV3-0562,False,True,True,True
BV3-0563,False,True,True,True
BV3-0564,False,True,True,True
BV3-0565,False,True,True,True
BV3-0566,False,True,True,True
BV3-0567,False,True,True,True
BV3-0568,False,True,True,True
BV3-0569,False,True,True,True
BV3-0570,False,True,True,True
BV3-0571,False,True,False,False
BV3-0572,False,True,False,False
BV3-0573,False,True,False,False
BV3-0574,False,True,True,True
BV3-0575,False,True,True,True
BV3-0576,False,True,True,True
BV3-0577,False,True,False,False
BV3-0578,False,True,True,True
BV3-0579,False,True,True,True
BV3-0580,False,True,True,True
BV3-0581,False,True,True,True
BV3-0582,False,True,True,True
BV3-0583,False,True,False,False
BV3-0584,False,True,True,True
BV3-0586,False,True,True,True
BV3-0587,False,True,True,True
BV3-0588,False,True,True,True
BV3-0589,False,True,False,False
BV3-0590,False,True,False,False
BV3-0591,False,True,True,True
BV3-0592,False,True,True,True
BV3-0593,False,True,True,True
BV3-0594,False,True,True,True
BV3-0595,False,True,False,False
BV3-0596,False,True,False,False
BV3-0597,False,True,True,True
BV3-0598,False,True,True,True
BV3-0599,False,True,False,False
BV3-0600,False,True,True,True
BV3-0601,False,True,True,True
BV3-0602,False,True,True,True
BV3-0603,False,True,False,False
BV3-0604,False,True,False,False
BV3-0605,False,True,True,True
BV3-0606,False,True,False,False
BV3-0607,False,True,True,True
BV3-0608,False,True,True,True
BV3-0609,False,True,False,False
BV3-0610,False,True,True,True
BV3-0611,False,True,True,True
BV3-0612,False,True,True,True
BV3-0613,False,True,True,True
BV3-0614,False,True,True,True
BV3-0615,False,True,True,True
BV3-0616,False,True,True,True
BV3-0617,False,True,False,False
BV3-0618,False,True,True,True
BV3-0619,False,True,False,False
BV3-0620,False,True,True,True
BV3-0621,False,True,True,True
BV3-0622,False,True,False,False
BV3-0623,False,True,True,True
BV3-0624,False,True,True,True
BV3-0625,False,True,True,True
BV3-0626,False,True,False,False
BV3-0627,False,True,True,True
BV3-0628,False,True,True,True
BV3-0629,False,True,True,True
BV3-0630,False,True,True,True
BV3-0631,False,True,False,False
BV3-0632,False,True,False,False
BV3-0633,False,True,True,True
BV3-0634,False,True,True,True
BV3-0635,False,True,True,True
BV3-0636,False,True,True,True
BV3-0637,False,True,False,False
BV3-0638,False,True,True,True
BV3-0639,False,True,True,True
BV3-0640,False,True,True,True
BV3-0641,False,True,True,True
BV3-0642,False,True,False,False
BV3-0643,False,True,True,True
BV3-0644,False,True,True,True
BV3-0645,False,True,False,False
BV3-0646,False,True,True,True
BV3-0647,False,True,True,True
BV3-0648,False,True,False,False
BV3-0649,False,True,True,True
BV3-0650,False,True,True,True
BV3-0651,False,True,True,True
BV3-0653,False,True,True,True
BV3-0654,False,True,True,True
BV3-0655,False,True,False,False
BV3-0656,False,True,True,True
BV3-0657,False,True,True,True
BV3-0658,False,True,False,False
BV3-0659,False,True,True,True
BV3-0660,False,True,True,True
BV3-0661,False,True,False,False
BV3-0662,False,True,True,True
BV3-0663,False,True,True,True
BV3-0664,False,True,False,False
BV3-0665,False,True,False,False
BV3-0666,False,True,False,False
BV3-0667,False,True,False,False
BV3-0668,False,True,True,True
BV3-0669,False,True,False,False
BV3-0670,False,True,False,False
BV3-0671,False,True,True,True
BV3-0672,False,True,True,True
BV3-0673,False,True,True,True
BV3-0675,False,True,False,False
BV3-0676,False,True,False,False
BV3-0677,False,True,True,True
BV3-0678,False,True,False,False
BV3-0679,False,True,False,False
BV3-0680,False,True,False,False
BV3-0681,False,True,False,False
BV3-0682,False,True,False,False
BV3-0683,False,True,False,False
BV3-0684,False,True,False,False
BV3-0685,False,True,True,True
BV3-0686,False,True,True,True
BV3-0687,False,True,True,True
BV3-0688,False,True,True,True
BV3-0689,False,True,False,False
BV3-0690,False,True,True,True
BV3-0691,False,True,False,False
BV3-0692,False,True,False,False
BV3-0693,False,True,False,False
BV3-0694,False,True,False,False
BV3-0695,False,True,False,False
BV3-0696,False,True,True,True
BV3-0697,False,True,False,False
BV3-0698,False,True,False,False
BV3-0699,False,True,True,True
BV3-0700,False,True,True,True
BV3-0701,False,True,False,False
BV3-0702,False,True,False,False
BV3-0703,False,True,True,True
BV3-0704,False,True,False,False
BV3-0706,False,True,False,False
BV3-0707,False,True,False,False
BV3-0708,False,True,True,True
BV3-0709,False,True,True,True
BV3-0710,False,True,False,False
BV3-0711,False,True,False,False
BV3-0712,False,True,True,True
BV3-0713,False,True,False,False
BV3-0714,False,True,False,False
BV3-0715,False,True,True,True
BV3-0716,False,True,False,False
BV3-0717,False,True,False,False
BV3-0718,False,True,False,False
BV3-0719,False,True,False,False
BV3-0720,False,True,False,False
BV3-0721,False,True,False,False
BV3-0722,False,True,False,False
BV3-0723,False,True,False,False
BV3-0724,False,True,True,True
BV3-0725,False,True,True,True
BV3-0726,False,True,True,True
BV3-0727,False,True,True,True
BV3-0728,False,True,False,False
BV3-0729,False,True,False,False
BV3-0730,False,True,True,True
BV3-0731,False,True,True,True
BV3-0732,False,True,False,False
BV3-0733,False,True,True,True
BV3-0734,False,True,True,True
BV3-0735,False,True,True,True
BV3-0736,False,True,False,False
BV3-0737,False,True,False,False
BV3-0738,False,True,True,True
BV3-0739,False,True,True,True
BV3-0740,False,True,False,False
BV3-0741,False,True,True,True
BV3-0742,False,True,False,False
BV3-0743,False,True,True,True
BV3-0744,False,True,False,False
BV3-0745,False,True,True,True
BV3-0746,False,True,False,False
BV3-0747,False,True,False,False
BV3-0748,False,True,True,True
BV3-0749,False,True,False,False
BV3-0750,False,True,True,True
BV3-0751,False,True,False,False
BV3-0752,False,True,False,False
BV3-0753,False,True,False,False
BV3-0754,False,True,True,True
BV3-0755,False,True,True,True
BV3-0756,False,True,False,False
BV3-0757,False,True,False,False
BV3-0758,False,True,False,False
BV3-0759,False,True,True,True
BV3-0760,False,True,True,True
BV3-0761,False,True,False,False
BV3-0762,False,True,True,True
BV3-0763,False,True,True,True
BV3-0764,False,True,True,True
BV3-0765,False,True,False,False
BV3-0766,False,True,True,True
BV3-0767,False,True,True,True
BV3-0768,False,True,True,True
BV3-0769,False,True,True,True
BV3-0770,False,True,False,False
BV3-0771,False,True,True,True
BV3-0772,False,True,True,True
BV3-0773,False,True,True,True
BV3-0774,False,True,True,True
BV3-0775,False,True,True,True
BV3-0776,False,True,False,False
BV3-0777,False,True,True,True
BV3-0778,False,True,True,True
BV3-0779,False,True,True,True
BV3-0780,False,True,True,True
BV3-0781,False,True,True,True
BV3-0782,False,True,True,True
BV3-0783,False,True,True,True
BV3-0784,False,True,True,True
BV3-0785,False,True,False,False
BV3-0786,False,True,False,False
BV3-0787,False,True,False,False
BV3-0788,False,True,False,False
BV3-0789,False,True,False,False
BV3-0790,False,True,True,True
BV3-0791,False,True,False,False
BV3-0792,False,True,False,False
BV3-0793,False,True,False,False
BV3-0794,False,True,False,False
BV3-0795,False,True,False,False
BV3-0796,False,True,False,False
BV3-0797,False,True,False,False
BV3-0798,False,True,False,False
BV3-0799,False,True,True,True
BV3-0800,False,True,False,False
