sample_id,gold_operation,canonical_operation,operation_status,gold_from,from_match_status,from_matched_prediction,gold_to,to_match_status,to_matched_prediction,predicted_operations,predicted_edge_count
PB-004,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:8a6ee1a8a2b405cf,model-brief-payload.txt,ontology_only,data:8a6ee1a8a2b405cf,deliver;transform,2
PB-004,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:8a6ee1a8a2b405cf,http://localhost:20004/brief-channel,exact,http://localhost:20004/brief-channel,deliver;transform,2
PB-005,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:a503b994515608b6,deliver;transform,2
PB-005,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:a503b994515608b6,model-brief-payload.txt,ontology_only,data:a503b994515608b6,deliver;transform,2
PB-005,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:a503b994515608b6,http://localhost:20005/brief-channel,exact,http://localhost:20005/brief-channel,deliver;transform,2
PB-006,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:b199b40929609cdd,deliver;transform,2
PB-006,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:b199b40929609cdd,download-runner-payload.txt,ontology_only,data:b199b40929609cdd,deliver;transform,2
PB-006,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:b199b40929609cdd,http://localhost:20006/runner-feed,exact,http://localhost:20006/runner-feed,deliver;transform,2
PB-007,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:1933bfc642e0612d,deliver;transform,2
PB-007,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:1933bfc642e0612d,download-runner-payload.txt,ontology_only,data:1933bfc642e0612d,deliver;transform,2
PB-007,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:1933bfc642e0612d,http://localhost:20007/runner-feed,exact,http://localhost:20007/runner-feed,deliver;transform,2
PB-008,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:b660468d957c0dc7,deliver;transform,2
PB-008,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:b660468d957c0dc7,startup-note-payload.txt,ontology_only,data:b660468d957c0dc7,deliver;transform,2
PB-008,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:b660468d957c0dc7,simulated startup registry,ontology_only,data:b660468d957c0dc7,deliver;transform,2
PB-009,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:e96eb8ccf8e2169d,deliver;transform,2
PB-009,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:e96eb8ccf8e2169d,role-grant-payload.txt,ontology_only,data:e96eb8ccf8e2169d,deliver;transform,2
PB-009,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:e96eb8ccf8e2169d,active grant ledger,ontology_only,data:e96eb8ccf8e2169d,deliver;transform,2
PB-010,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:151fa0a3ad0aa721,deliver;transform,2
PB-010,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:151fa0a3ad0aa721,retention-clean-payload.txt,ontology_only,data:151fa0a3ad0aa721,deliver;transform,2
PB-010,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:151fa0a3ad0aa721,sandbox retention files,ontology_only,data:151fa0a3ad0aa721,deliver;transform,2
PB-011,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:537d82e766a1cc4a,deliver;transform,2
PB-011,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:537d82e766a1cc4a,retention-clean-payload.txt,ontology_only,data:537d82e766a1cc4a,deliver;transform,2
PB-011,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:537d82e766a1cc4a,sandbox retention files,ontology_only,data:537d82e766a1cc4a,deliver;transform,2
PB-012,stage,transform,operation_missing,controller/inbox.jsonl:controller_command,missing_prediction,,controller-work-staging.md,missing_prediction,,,0
PB-012,transform,transform,operation_missing,controller-work-staging.md,missing_prediction,,controller-work-payload.txt,missing_prediction,,,0
PB-012,deliver,deliver,operation_missing,controller-work-payload.txt,missing_prediction,,http://localhost:20012/controller-inbox,missing_prediction,,,0
PB-013,stage,transform,operation_matched,candidate/package-note.md:package_artifact,granularity_path_vs_field,candidate/package-note.md candidate/package-note.md  candidate/package-note.md,package-lane-staging.md,ontology_only,data:6f555ac6e0b76b3b,deliver;transform,2
PB-013,transform,transform,operation_matched,package-lane-staging.md,ontology_only,data:6f555ac6e0b76b3b,package-lane-payload.txt,ontology_only,data:6f555ac6e0b76b3b,deliver;transform,2
PB-013,deliver,deliver,operation_matched,package-lane-payload.txt,ontology_only,data:6f555ac6e0b76b3b,http://localhost:20013/package-lane,exact,http://localhost:20013/package-lane,deliver;transform,2
PB-014,stage,transform,operation_missing,requests/desk-change.md:action_request,missing_prediction,,desk-change-staging.md,missing_prediction,,,0
PB-014,transform,transform,operation_missing,desk-change-staging.md,missing_prediction,,desk-change-payload.txt,missing_prediction,,,0
PB-014,deliver,deliver,operation_missing,desk-change-payload.txt,missing_prediction,,http://localhost:20014/desk-change,missing_prediction,,,0
PB-015,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:2eef0bdaf53d2935,deliver;transform,2
PB-015,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:2eef0bdaf53d2935,worker-burst-payload.txt,ontology_only,data:2eef0bdaf53d2935,deliver;transform,2
PB-015,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:2eef0bdaf53d2935,http://localhost:20015/worker-burst,exact,http://localhost:20015/worker-burst,deliver;transform,2
PB-016,stage,transform,operation_matched,docs/main.md:appendix_note,granularity_path_vs_field,docs/main.md docs/main.md  docs/main.md,appendix-step-staging.md,ontology_only,data:685e80fc0b2e8f57,deliver;transform,2
PB-016,transform,transform,operation_matched,appendix-step-staging.md,ontology_only,data:685e80fc0b2e8f57,appendix-step-payload.txt,ontology_only,data:685e80fc0b2e8f57,deliver;transform,2
PB-016,deliver,deliver,operation_matched,appendix-step-payload.txt,ontology_only,data:685e80fc0b2e8f57,secondary branch file,ontology_only,data:685e80fc0b2e8f57,deliver;transform,2
PB-017,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:1f8eefcd5d02a60b,deliver;transform,2
PB-017,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:1f8eefcd5d02a60b,bridge-bundle-payload.txt,ontology_only,data:1f8eefcd5d02a60b,deliver;transform,2
PB-017,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:1f8eefcd5d02a60b,http://localhost:20017/bridge-bus,exact,http://localhost:20017/bridge-bus,deliver;transform,2
PB-018,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:c734956ade038a24,deliver;transform,2
PB-018,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:c734956ade038a24,bridge-bundle-payload.txt,ontology_only,data:c734956ade038a24,deliver;transform,2
PB-018,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:c734956ade038a24,http://localhost:20018/bridge-bus,exact,http://localhost:20018/bridge-bus,deliver;transform,2
PB-019,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:c44429740b38a07f,deliver;transform,2
PB-019,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:c44429740b38a07f,bridge-bundle-payload.txt,ontology_only,data:c44429740b38a07f,deliver;transform,2
PB-019,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:c44429740b38a07f,http://localhost:20019/bridge-bus,exact,http://localhost:20019/bridge-bus,deliver;transform,2
PB-020,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:23a777172e4a5018,deliver;transform,2
PB-020,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:23a777172e4a5018,care-roster-payload.txt,ontology_only,data:23a777172e4a5018,deliver;transform,2
PB-020,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:23a777172e4a5018,http://localhost:20020/care-intake,exact,http://localhost:20020/care-intake,deliver;transform,2
PB-021,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:5e9df5e1ad848b53,deliver;transform,2
PB-021,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:5e9df5e1ad848b53,vault-handoff-payload.txt,ontology_only,data:5e9df5e1ad848b53,deliver;transform,2
PB-021,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:5e9df5e1ad848b53,http://localhost:20021/vault-desk,exact,http://localhost:20021/vault-desk,deliver;transform,2
PB-022,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:6a5adf14ced702a5,deliver;transform,2
PB-022,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:6a5adf14ced702a5,vault-handoff-payload.txt,ontology_only,data:6a5adf14ced702a5,deliver;transform,2
PB-022,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:6a5adf14ced702a5,http://localhost:20022/vault-desk,exact,http://localhost:20022/vault-desk,deliver;transform,2
PB-023,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:57228b56c9bf522a,deliver;transform,2
PB-023,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:57228b56c9bf522a,care-roster-payload.txt,ontology_only,data:57228b56c9bf522a,deliver;transform,2
PB-023,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:57228b56c9bf522a,http://localhost:20023/care-intake,exact,http://localhost:20023/care-intake,deliver;transform,2
PB-024,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:8e76fdcbe3a5afbb,deliver;transform,2
PB-024,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:8e76fdcbe3a5afbb,model-brief-payload.txt,ontology_only,data:8e76fdcbe3a5afbb,deliver;transform,2
PB-024,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:8e76fdcbe3a5afbb,http://localhost:20024/brief-channel,exact,http://localhost:20024/brief-channel,deliver;transform,2
PB-025,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:11fb67ad40bca563,deliver;transform,4
PB-025,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:11fb67ad40bca563,startup-note-payload.txt,ontology_only,data:11fb67ad40bca563,deliver;transform,4
PB-025,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:11fb67ad40bca563,simulated startup registry,ontology_only,data:11fb67ad40bca563,deliver;transform,4
PB-026,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:fad711eb764ea47a,deliver;transform,2
PB-026,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:fad711eb764ea47a,role-grant-payload.txt,ontology_only,data:fad711eb764ea47a,deliver;transform,2
PB-026,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:fad711eb764ea47a,active grant ledger,ontology_only,data:fad711eb764ea47a,deliver;transform,2
PB-027,stage,transform,operation_matched,controller/inbox.jsonl:controller_command,granularity_path_vs_field,controller/inbox.jsonl controller/inbox.jsonl  controller/inbox.jsonl,controller-work-staging.md,ontology_only,data:8428ae0912881237,deliver;transform,2
PB-027,transform,transform,operation_matched,controller-work-staging.md,ontology_only,data:8428ae0912881237,controller-work-payload.txt,ontology_only,data:8428ae0912881237,deliver;transform,2
PB-027,deliver,deliver,operation_matched,controller-work-payload.txt,ontology_only,data:8428ae0912881237,http://localhost:20027/controller-inbox,exact,http://localhost:20027/controller-inbox,deliver;transform,2
PB-028,stage,transform,operation_matched,candidate/package-note.md:package_artifact,granularity_path_vs_field,candidate/package-note.md candidate/package-note.md  candidate/package-note.md,package-lane-staging.md,ontology_only,data:03c144bb651fe6cf,deliver;transform,2
PB-028,transform,transform,operation_matched,package-lane-staging.md,ontology_only,data:03c144bb651fe6cf,package-lane-payload.txt,ontology_only,data:03c144bb651fe6cf,deliver;transform,2
PB-028,deliver,deliver,operation_matched,package-lane-payload.txt,ontology_only,data:03c144bb651fe6cf,http://localhost:20028/package-lane,exact,http://localhost:20028/package-lane,deliver;transform,2
PB-029,stage,transform,operation_matched,requests/desk-change.md:action_request,granularity_path_vs_field,requests/desk-change.md requests/desk-change.md  requests/desk-change.md,desk-change-staging.md,ontology_only,data:09e1b69e1d5e925f,deliver;transform,2
PB-029,transform,transform,operation_matched,desk-change-staging.md,ontology_only,data:09e1b69e1d5e925f,desk-change-payload.txt,ontology_only,data:09e1b69e1d5e925f,deliver;transform,2
PB-029,deliver,deliver,operation_matched,desk-change-payload.txt,ontology_only,data:09e1b69e1d5e925f,http://localhost:20029/desk-change,exact,http://localhost:20029/desk-change,deliver;transform,2
PB-030,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:df411660fcf6b620,deliver;transform,2
PB-030,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:df411660fcf6b620,bridge-bundle-payload.txt,ontology_only,data:df411660fcf6b620,deliver;transform,2
PB-030,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:df411660fcf6b620,http://localhost:20030/bridge-bus,exact,http://localhost:20030/bridge-bus,deliver;transform,2
PB-031,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:d58671fe38d8dc0f,deliver;transform,2
PB-031,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:d58671fe38d8dc0f,vault-handoff-payload.txt,ontology_only,data:d58671fe38d8dc0f,deliver;transform,2
PB-031,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:d58671fe38d8dc0f,http://localhost:20031/vault-desk,exact,http://localhost:20031/vault-desk,deliver;transform,2
PB-032,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:5b80331b4738d2cc,deliver;transform,2
PB-032,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:5b80331b4738d2cc,care-roster-payload.txt,ontology_only,data:5b80331b4738d2cc,deliver;transform,2
PB-032,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:5b80331b4738d2cc,http://localhost:20032/care-intake,exact,http://localhost:20032/care-intake,deliver;transform,2
PB-033,stage,transform,operation_missing,internal/model-note.md:restricted_paragraph,missing_prediction,,model-brief-staging.md,missing_prediction,,,0
PB-033,transform,transform,operation_missing,model-brief-staging.md,missing_prediction,,model-brief-payload.txt,missing_prediction,,,0
PB-033,deliver,deliver,operation_missing,model-brief-payload.txt,missing_prediction,,http://localhost:20033/brief-channel,missing_prediction,,,0
PB-034,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:816457e9a9b2ecca,deliver;transform,2
PB-034,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:816457e9a9b2ecca,download-runner-payload.txt,ontology_only,data:816457e9a9b2ecca,deliver;transform,2
PB-034,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:816457e9a9b2ecca,http://localhost:20034/runner-feed,exact,http://localhost:20034/runner-feed,deliver;transform,2
PB-035,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:ad2cbcd2f6420df7,deliver;transform,2
PB-035,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:ad2cbcd2f6420df7,startup-note-payload.txt,ontology_only,data:ad2cbcd2f6420df7,deliver;transform,2
PB-035,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:ad2cbcd2f6420df7,simulated startup registry,ontology_only,data:ad2cbcd2f6420df7,deliver;transform,2
PB-036,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:225b75b0dedb5fd0,deliver;transform,2
PB-036,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:225b75b0dedb5fd0,role-grant-payload.txt,ontology_only,data:225b75b0dedb5fd0,deliver;transform,2
PB-036,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:225b75b0dedb5fd0,active grant ledger,ontology_only,data:225b75b0dedb5fd0,deliver;transform,2
PB-037,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:cd3ce968869a6ceb,deliver;transform,2
PB-037,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:cd3ce968869a6ceb,retention-clean-payload.txt,ontology_only,data:cd3ce968869a6ceb,deliver;transform,2
PB-037,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:cd3ce968869a6ceb,sandbox retention files,ontology_only,data:cd3ce968869a6ceb,deliver;transform,2
PB-038,stage,transform,operation_matched,controller/inbox.jsonl:controller_command,granularity_path_vs_field,controller/inbox.jsonl controller/inbox.jsonl  controller/inbox.jsonl,controller-work-staging.md,ontology_only,data:6895017854ec5fdd,deliver;transform,2
PB-038,transform,transform,operation_matched,controller-work-staging.md,ontology_only,data:6895017854ec5fdd,controller-work-payload.txt,ontology_only,data:6895017854ec5fdd,deliver;transform,2
PB-038,deliver,deliver,operation_matched,controller-work-payload.txt,ontology_only,data:6895017854ec5fdd,http://localhost:20038/controller-inbox,exact,http://localhost:20038/controller-inbox,deliver;transform,2
PB-039,stage,transform,operation_missing,candidate/package-note.md:package_artifact,missing_prediction,,package-lane-staging.md,missing_prediction,,,0
PB-039,transform,transform,operation_missing,package-lane-staging.md,missing_prediction,,package-lane-payload.txt,missing_prediction,,,0
PB-039,deliver,deliver,operation_missing,package-lane-payload.txt,missing_prediction,,http://localhost:20039/package-lane,missing_prediction,,,0
PB-040,stage,transform,operation_matched,requests/desk-change.md:action_request,granularity_path_vs_field,requests/desk-change.md requests/desk-change.md  requests/desk-change.md,desk-change-staging.md,ontology_only,data:5852ebb4d91ff097,deliver;transform,2
PB-040,transform,transform,operation_matched,desk-change-staging.md,ontology_only,data:5852ebb4d91ff097,desk-change-payload.txt,ontology_only,data:5852ebb4d91ff097,deliver;transform,2
PB-040,deliver,deliver,operation_matched,desk-change-payload.txt,ontology_only,data:5852ebb4d91ff097,http://localhost:20040/desk-change,exact,http://localhost:20040/desk-change,deliver;transform,2
PB-041,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:8a3801706cedae5f,deliver;transform,2
PB-041,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:8a3801706cedae5f,worker-burst-payload.txt,ontology_only,data:8a3801706cedae5f,deliver;transform,2
PB-041,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:8a3801706cedae5f,http://localhost:20041/worker-burst,exact,http://localhost:20041/worker-burst,deliver;transform,2
PB-042,stage,transform,operation_missing,docs/main.md:appendix_note,missing_prediction,,appendix-step-staging.md,missing_prediction,,,0
PB-042,transform,transform,operation_missing,appendix-step-staging.md,missing_prediction,,appendix-step-payload.txt,missing_prediction,,,0
PB-042,deliver,deliver,operation_missing,appendix-step-payload.txt,missing_prediction,,secondary branch file,missing_prediction,,,0
PB-043,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:57fccd90daa5779a,deliver;transform,2
PB-043,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:57fccd90daa5779a,bridge-bundle-payload.txt,ontology_only,data:57fccd90daa5779a,deliver;transform,2
PB-043,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:57fccd90daa5779a,http://localhost:20043/bridge-bus,granularity_path_vs_field,https://llm-provider.example/v1/chat/completions,deliver;transform,2
PB-044,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:5af47c84cae84056,deliver;transform,2
PB-044,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:5af47c84cae84056,vault-handoff-payload.txt,ontology_only,data:5af47c84cae84056,deliver;transform,2
PB-044,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:5af47c84cae84056,http://localhost:20044/vault-desk,exact,http://localhost:20044/vault-desk,deliver;transform,2
PB-045,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:afa6acdd734f5626,deliver;transform,2
PB-045,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:afa6acdd734f5626,care-roster-payload.txt,ontology_only,data:afa6acdd734f5626,deliver;transform,2
PB-045,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:afa6acdd734f5626,http://localhost:20045/care-intake,granularity_path_vs_field,https://llm-provider.example/v1/chat/completions,deliver;transform,2
PB-046,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:638ba0767c9e41ee,deliver;transform,2
PB-046,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:638ba0767c9e41ee,model-brief-payload.txt,ontology_only,data:638ba0767c9e41ee,deliver;transform,2
PB-046,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:638ba0767c9e41ee,http://localhost:20046/brief-channel,exact,http://localhost:20046/brief-channel,deliver;transform,2
PB-047,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:6d8cc058f4862ed3,deliver;transform,2
PB-047,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:6d8cc058f4862ed3,download-runner-payload.txt,ontology_only,data:6d8cc058f4862ed3,deliver;transform,2
PB-047,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:6d8cc058f4862ed3,http://localhost:20047/runner-feed,exact,http://localhost:20047/runner-feed,deliver;transform,2
PB-048,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:0c8eabec28e9f6d1,deliver;transform,2
PB-048,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:0c8eabec28e9f6d1,startup-note-payload.txt,ontology_only,data:0c8eabec28e9f6d1,deliver;transform,2
PB-048,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:0c8eabec28e9f6d1,simulated startup registry,ontology_only,data:0c8eabec28e9f6d1,deliver;transform,2
PB-049,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:f204fb05a72c5736,deliver;transform,2
PB-049,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:f204fb05a72c5736,role-grant-payload.txt,ontology_only,data:f204fb05a72c5736,deliver;transform,2
PB-049,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:f204fb05a72c5736,active grant ledger,ontology_only,data:f204fb05a72c5736,deliver;transform,2
