pair_id,sample_ids,gt_labels,predictions,category
CF-REV-0031,BV3-0046;BV3-0455,"{""BV3-0046"": ""malicious"", ""BV3-0455"": ""benign""}","{""BV3-0046"": ""malicious"", ""BV3-0455"": ""benign""}",consistent_or_mixed
CF-REV-0032,BV3-0059;BV3-0468,"{""BV3-0059"": ""malicious"", ""BV3-0468"": ""benign""}","{""BV3-0059"": ""malicious"", ""BV3-0468"": ""benign""}",consistent_or_mixed
CF-REV-0033,BV3-0072;BV3-0481,"{""BV3-0072"": ""malicious"", ""BV3-0481"": ""benign""}","{""BV3-0072"": ""benign"", ""BV3-0481"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0034,BV3-0085;BV3-0494,"{""BV3-0085"": ""malicious"", ""BV3-0494"": ""benign""}","{""BV3-0085"": ""malicious"", ""BV3-0494"": ""benign""}",consistent_or_mixed
CF-REV-0037,BV3-0124;BV3-0533,"{""BV3-0124"": ""malicious"", ""BV3-0533"": ""benign""}","{""BV3-0124"": ""benign"", ""BV3-0533"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0038,BV3-0137;BV3-0546,"{""BV3-0137"": ""malicious"", ""BV3-0546"": ""benign""}","{""BV3-0137"": ""malicious"", ""BV3-0546"": ""benign""}",consistent_or_mixed
CF-REV-0039,BV3-0006;BV3-0404,"{""BV3-0006"": ""malicious"", ""BV3-0404"": ""benign""}","{""BV3-0006"": ""malicious"", ""BV3-0404"": ""benign""}",consistent_or_mixed
CF-REV-0040,BV3-0007;BV3-0417,"{""BV3-0007"": ""malicious"", ""BV3-0417"": ""benign""}","{""BV3-0007"": ""malicious"", ""BV3-0417"": ""benign""}",consistent_or_mixed
CF-REV-0041,BV3-0034;BV3-0430,"{""BV3-0034"": ""malicious"", ""BV3-0430"": ""benign""}","{""BV3-0034"": ""malicious"", ""BV3-0430"": ""benign""}",consistent_or_mixed
CF-REV-0042,BV3-0047;BV3-0443,"{""BV3-0047"": ""malicious"", ""BV3-0443"": ""benign""}","{""BV3-0047"": ""malicious"", ""BV3-0443"": ""benign""}",consistent_or_mixed
CF-REV-0043,BV3-0060;BV3-0456,"{""BV3-0060"": ""malicious"", ""BV3-0456"": ""benign""}","{""BV3-0060"": ""benign"", ""BV3-0456"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0044,BV3-0073;BV3-0469,"{""BV3-0073"": ""malicious"", ""BV3-0469"": ""benign""}","{""BV3-0073"": ""malicious"", ""BV3-0469"": ""benign""}",consistent_or_mixed
CF-REV-0045,BV3-0086;BV3-0482,"{""BV3-0086"": ""malicious"", ""BV3-0482"": ""benign""}","{""BV3-0086"": ""malicious"", ""BV3-0482"": ""benign""}",consistent_or_mixed
CF-REV-0046,BV3-0099;BV3-0495,"{""BV3-0099"": ""malicious"", ""BV3-0495"": ""benign""}","{""BV3-0099"": ""malicious"", ""BV3-0495"": ""benign""}",consistent_or_mixed
CF-REV-0049,BV3-0138;BV3-0534,"{""BV3-0138"": ""malicious"", ""BV3-0534"": ""benign""}","{""BV3-0138"": ""malicious"", ""BV3-0534"": ""benign""}",consistent_or_mixed
CF-REV-0050,BV3-0151;BV3-0547,"{""BV3-0151"": ""malicious"", ""BV3-0547"": ""benign""}","{""BV3-0151"": ""malicious"", ""BV3-0547"": ""benign""}",consistent_or_mixed
CF-REV-0051,BV3-0163;BV3-0560,"{""BV3-0163"": ""malicious"", ""BV3-0560"": ""benign""}","{""BV3-0163"": ""malicious"", ""BV3-0560"": ""benign""}",consistent_or_mixed
CF-REV-0052,BV3-0171;BV3-0573,"{""BV3-0171"": ""malicious"", ""BV3-0573"": ""benign""}","{""BV3-0171"": ""malicious"", ""BV3-0573"": ""benign""}",consistent_or_mixed
CF-REV-0053,BV3-0008;BV3-0405,"{""BV3-0008"": ""malicious"", ""BV3-0405"": ""benign""}","{""BV3-0008"": ""benign"", ""BV3-0405"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0054,BV3-0025;BV3-0418,"{""BV3-0025"": ""malicious"", ""BV3-0418"": ""benign""}","{""BV3-0025"": ""malicious"", ""BV3-0418"": ""benign""}",consistent_or_mixed
CF-REV-0055,BV3-0035;BV3-0431,"{""BV3-0035"": ""malicious"", ""BV3-0431"": ""benign""}","{""BV3-0035"": ""benign"", ""BV3-0431"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0056,BV3-0048;BV3-0444,"{""BV3-0048"": ""malicious"", ""BV3-0444"": ""benign""}","{""BV3-0048"": ""benign"", ""BV3-0444"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0057,BV3-0061;BV3-0457,"{""BV3-0061"": ""malicious"", ""BV3-0457"": ""benign""}","{""BV3-0061"": ""benign"", ""BV3-0457"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0058,BV3-0074;BV3-0470,"{""BV3-0074"": ""malicious"", ""BV3-0470"": ""benign""}","{""BV3-0074"": ""benign"", ""BV3-0470"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0059,BV3-0087;BV3-0483,"{""BV3-0087"": ""malicious"", ""BV3-0483"": ""benign""}","{""BV3-0087"": ""benign"", ""BV3-0483"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0060,BV3-0100;BV3-0496,"{""BV3-0100"": ""malicious"", ""BV3-0496"": ""benign""}","{""BV3-0100"": ""malicious"", ""BV3-0496"": ""benign""}",consistent_or_mixed
CF-REV-0061,BV3-0113;BV3-0509,"{""BV3-0113"": ""malicious"", ""BV3-0509"": ""benign""}","{""BV3-0113"": ""benign"", ""BV3-0509"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0062,BV3-0126;BV3-0522,"{""BV3-0126"": ""malicious"", ""BV3-0522"": ""benign""}","{""BV3-0126"": ""benign"", ""BV3-0522"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0063,BV3-0009;BV3-0406,"{""BV3-0009"": ""malicious"", ""BV3-0406"": ""benign""}","{""BV3-0009"": ""benign"", ""BV3-0406"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0064,BV3-0026;BV3-0419,"{""BV3-0026"": ""malicious"", ""BV3-0419"": ""benign""}","{""BV3-0026"": ""benign"", ""BV3-0419"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0065,BV3-0036;BV3-0432,"{""BV3-0036"": ""malicious"", ""BV3-0432"": ""benign""}","{""BV3-0036"": ""benign"", ""BV3-0432"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0066,BV3-0049;BV3-0445,"{""BV3-0049"": ""malicious"", ""BV3-0445"": ""benign""}","{""BV3-0049"": ""benign"", ""BV3-0445"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0067,BV3-0062;BV3-0458,"{""BV3-0062"": ""malicious"", ""BV3-0458"": ""benign""}","{""BV3-0062"": ""benign"", ""BV3-0458"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0068,BV3-0075;BV3-0471,"{""BV3-0075"": ""malicious"", ""BV3-0471"": ""benign""}","{""BV3-0075"": ""benign"", ""BV3-0471"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0069,BV3-0088;BV3-0484,"{""BV3-0088"": ""malicious"", ""BV3-0484"": ""benign""}","{""BV3-0088"": ""benign"", ""BV3-0484"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0070,BV3-0101;BV3-0497,"{""BV3-0101"": ""malicious"", ""BV3-0497"": ""benign""}","{""BV3-0101"": ""benign"", ""BV3-0497"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0071,BV3-0114;BV3-0510,"{""BV3-0114"": ""malicious"", ""BV3-0510"": ""benign""}","{""BV3-0114"": ""benign"", ""BV3-0510"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0072,BV3-0127;BV3-0523,"{""BV3-0127"": ""malicious"", ""BV3-0523"": ""benign""}","{""BV3-0127"": ""benign"", ""BV3-0523"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0073,BV3-0010;BV3-0407,"{""BV3-0010"": ""malicious"", ""BV3-0407"": ""benign""}","{""BV3-0010"": ""benign"", ""BV3-0407"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0074,BV3-0011;BV3-0420,"{""BV3-0011"": ""malicious"", ""BV3-0420"": ""benign""}","{""BV3-0011"": ""benign"", ""BV3-0420"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0075,BV3-0037;BV3-0433,"{""BV3-0037"": ""malicious"", ""BV3-0433"": ""benign""}","{""BV3-0037"": ""benign"", ""BV3-0433"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0076,BV3-0050;BV3-0446,"{""BV3-0050"": ""malicious"", ""BV3-0446"": ""benign""}","{""BV3-0050"": ""benign"", ""BV3-0446"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0077,BV3-0063;BV3-0459,"{""BV3-0063"": ""malicious"", ""BV3-0459"": ""benign""}","{""BV3-0063"": ""benign"", ""BV3-0459"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0078,BV3-0076;BV3-0472,"{""BV3-0076"": ""malicious"", ""BV3-0472"": ""benign""}","{""BV3-0076"": ""benign"", ""BV3-0472"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0079,BV3-0089;BV3-0485,"{""BV3-0089"": ""malicious"", ""BV3-0485"": ""benign""}","{""BV3-0089"": ""benign"", ""BV3-0485"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0080,BV3-0102;BV3-0498,"{""BV3-0102"": ""malicious"", ""BV3-0498"": ""benign""}","{""BV3-0102"": ""benign"", ""BV3-0498"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0081,BV3-0115;BV3-0511,"{""BV3-0115"": ""malicious"", ""BV3-0511"": ""benign""}","{""BV3-0115"": ""benign"", ""BV3-0511"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0082,BV3-0128;BV3-0524,"{""BV3-0128"": ""malicious"", ""BV3-0524"": ""benign""}","{""BV3-0128"": ""benign"", ""BV3-0524"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0083,BV3-0012;BV3-0408,"{""BV3-0012"": ""malicious"", ""BV3-0408"": ""benign""}","{""BV3-0012"": ""malicious"", ""BV3-0408"": ""benign""}",consistent_or_mixed
CF-REV-0084,BV3-0027;BV3-0421,"{""BV3-0027"": ""malicious"", ""BV3-0421"": ""benign""}","{""BV3-0027"": ""malicious"", ""BV3-0421"": ""benign""}",consistent_or_mixed
CF-REV-0085,BV3-0038;BV3-0434,"{""BV3-0038"": ""malicious"", ""BV3-0434"": ""benign""}","{""BV3-0038"": ""malicious"", ""BV3-0434"": ""benign""}",consistent_or_mixed
CF-REV-0086,BV3-0051;BV3-0447,"{""BV3-0051"": ""malicious"", ""BV3-0447"": ""benign""}","{""BV3-0051"": ""benign"", ""BV3-0447"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0087,BV3-0064;BV3-0460,"{""BV3-0064"": ""malicious"", ""BV3-0460"": ""benign""}","{""BV3-0064"": ""malicious"", ""BV3-0460"": ""benign""}",consistent_or_mixed
CF-REV-0088,BV3-0077;BV3-0473,"{""BV3-0077"": ""malicious"", ""BV3-0473"": ""benign""}","{""BV3-0077"": ""malicious"", ""BV3-0473"": ""benign""}",consistent_or_mixed
CF-REV-0089,BV3-0090;BV3-0486,"{""BV3-0090"": ""malicious"", ""BV3-0486"": ""benign""}","{""BV3-0090"": ""malicious"", ""BV3-0486"": ""benign""}",consistent_or_mixed
CF-REV-0091,BV3-0116;BV3-0512,"{""BV3-0116"": ""malicious"", ""BV3-0512"": ""benign""}","{""BV3-0116"": ""malicious"", ""BV3-0512"": ""benign""}",consistent_or_mixed
CF-REV-0092,BV3-0129;BV3-0525,"{""BV3-0129"": ""malicious"", ""BV3-0525"": ""benign""}","{""BV3-0129"": ""malicious"", ""BV3-0525"": ""benign""}",consistent_or_mixed
CF-REV-0093,BV3-0013;BV3-0409,"{""BV3-0013"": ""malicious"", ""BV3-0409"": ""benign""}","{""BV3-0013"": ""malicious"", ""BV3-0409"": ""benign""}",consistent_or_mixed
CF-REV-0094,BV3-0028;BV3-0422,"{""BV3-0028"": ""malicious"", ""BV3-0422"": ""benign""}","{""BV3-0028"": ""malicious"", ""BV3-0422"": ""benign""}",consistent_or_mixed
CF-REV-0095,BV3-0039;BV3-0435,"{""BV3-0039"": ""malicious"", ""BV3-0435"": ""benign""}","{""BV3-0039"": ""malicious"", ""BV3-0435"": ""benign""}",consistent_or_mixed
CF-REV-0096,BV3-0052;BV3-0448,"{""BV3-0052"": ""malicious"", ""BV3-0448"": ""benign""}","{""BV3-0052"": ""malicious"", ""BV3-0448"": ""benign""}",consistent_or_mixed
CF-REV-0097,BV3-0065;BV3-0461,"{""BV3-0065"": ""malicious"", ""BV3-0461"": ""benign""}","{""BV3-0065"": ""malicious"", ""BV3-0461"": ""benign""}",consistent_or_mixed
CF-REV-0098,BV3-0078;BV3-0474,"{""BV3-0078"": ""malicious"", ""BV3-0474"": ""benign""}","{""BV3-0078"": ""malicious"", ""BV3-0474"": ""benign""}",consistent_or_mixed
CF-REV-0099,BV3-0091;BV3-0487,"{""BV3-0091"": ""malicious"", ""BV3-0487"": ""benign""}","{""BV3-0091"": ""malicious"", ""BV3-0487"": ""benign""}",consistent_or_mixed
CF-REV-0102,BV3-0130;BV3-0526,"{""BV3-0130"": ""malicious"", ""BV3-0526"": ""benign""}","{""BV3-0130"": ""malicious"", ""BV3-0526"": ""benign""}",consistent_or_mixed
CF-REV-0103,BV3-0014;BV3-0410,"{""BV3-0014"": ""malicious"", ""BV3-0410"": ""benign""}","{""BV3-0014"": ""malicious"", ""BV3-0410"": ""benign""}",consistent_or_mixed
CF-REV-0104,BV3-0029;BV3-0423,"{""BV3-0029"": ""malicious"", ""BV3-0423"": ""benign""}","{""BV3-0029"": ""malicious"", ""BV3-0423"": ""benign""}",consistent_or_mixed
CF-REV-0105,BV3-0040;BV3-0436,"{""BV3-0040"": ""malicious"", ""BV3-0436"": ""benign""}","{""BV3-0040"": ""malicious"", ""BV3-0436"": ""benign""}",consistent_or_mixed
CF-REV-0106,BV3-0053;BV3-0449,"{""BV3-0053"": ""malicious"", ""BV3-0449"": ""benign""}","{""BV3-0053"": ""malicious"", ""BV3-0449"": ""benign""}",consistent_or_mixed
CF-REV-0107,BV3-0066;BV3-0462,"{""BV3-0066"": ""malicious"", ""BV3-0462"": ""benign""}","{""BV3-0066"": ""malicious"", ""BV3-0462"": ""benign""}",consistent_or_mixed
CF-REV-0108,BV3-0079;BV3-0475,"{""BV3-0079"": ""malicious"", ""BV3-0475"": ""benign""}","{""BV3-0079"": ""malicious"", ""BV3-0475"": ""benign""}",consistent_or_mixed
CF-REV-0109,BV3-0092;BV3-0488,"{""BV3-0092"": ""malicious"", ""BV3-0488"": ""benign""}","{""BV3-0092"": ""malicious"", ""BV3-0488"": ""benign""}",consistent_or_mixed
CF-REV-0111,BV3-0118;BV3-0514,"{""BV3-0118"": ""malicious"", ""BV3-0514"": ""benign""}","{""BV3-0118"": ""malicious"", ""BV3-0514"": ""benign""}",consistent_or_mixed
CF-REV-0112,BV3-0131;BV3-0527,"{""BV3-0131"": ""malicious"", ""BV3-0527"": ""benign""}","{""BV3-0131"": ""malicious"", ""BV3-0527"": ""benign""}",consistent_or_mixed
CF-REV-0113,BV3-0015;BV3-0411,"{""BV3-0015"": ""malicious"", ""BV3-0411"": ""benign""}","{""BV3-0015"": ""malicious"", ""BV3-0411"": ""benign""}",consistent_or_mixed
CF-REV-0114,BV3-0041;BV3-0424,"{""BV3-0041"": ""malicious"", ""BV3-0424"": ""benign""}","{""BV3-0041"": ""malicious"", ""BV3-0424"": ""benign""}",consistent_or_mixed
CF-REV-0115,BV3-0054;BV3-0437,"{""BV3-0054"": ""malicious"", ""BV3-0437"": ""benign""}","{""BV3-0054"": ""malicious"", ""BV3-0437"": ""benign""}",consistent_or_mixed
CF-REV-0116,BV3-0067;BV3-0450,"{""BV3-0067"": ""malicious"", ""BV3-0450"": ""benign""}","{""BV3-0067"": ""malicious"", ""BV3-0450"": ""benign""}",consistent_or_mixed
CF-REV-0117,BV3-0080;BV3-0463,"{""BV3-0080"": ""malicious"", ""BV3-0463"": ""benign""}","{""BV3-0080"": ""benign"", ""BV3-0463"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0118,BV3-0093;BV3-0476,"{""BV3-0093"": ""malicious"", ""BV3-0476"": ""benign""}","{""BV3-0093"": ""benign"", ""BV3-0476"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0119,BV3-0106;BV3-0489,"{""BV3-0106"": ""malicious"", ""BV3-0489"": ""benign""}","{""BV3-0106"": ""malicious"", ""BV3-0489"": ""benign""}",consistent_or_mixed
CF-REV-0121,BV3-0016;BV3-0412,"{""BV3-0016"": ""malicious"", ""BV3-0412"": ""benign""}","{""BV3-0016"": ""benign"", ""BV3-0412"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0122,BV3-0042;BV3-0425,"{""BV3-0042"": ""malicious"", ""BV3-0425"": ""benign""}","{""BV3-0042"": ""malicious"", ""BV3-0425"": ""benign""}",consistent_or_mixed
CF-REV-0123,BV3-0055;BV3-0438,"{""BV3-0055"": ""malicious"", ""BV3-0438"": ""benign""}","{""BV3-0055"": ""benign"", ""BV3-0438"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0124,BV3-0068;BV3-0451,"{""BV3-0068"": ""malicious"", ""BV3-0451"": ""benign""}","{""BV3-0068"": ""benign"", ""BV3-0451"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0125,BV3-0081;BV3-0464,"{""BV3-0081"": ""malicious"", ""BV3-0464"": ""benign""}","{""BV3-0081"": ""benign"", ""BV3-0464"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0126,BV3-0094;BV3-0477,"{""BV3-0094"": ""malicious"", ""BV3-0477"": ""benign""}","{""BV3-0094"": ""malicious"", ""BV3-0477"": ""benign""}",consistent_or_mixed
CF-REV-0127,BV3-0107;BV3-0490,"{""BV3-0107"": ""malicious"", ""BV3-0490"": ""benign""}","{""BV3-0107"": ""benign"", ""BV3-0490"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0129,BV3-0133;BV3-0516,"{""BV3-0133"": ""malicious"", ""BV3-0516"": ""benign""}","{""BV3-0133"": ""benign"", ""BV3-0516"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0130,BV3-0146;BV3-0529,"{""BV3-0146"": ""malicious"", ""BV3-0529"": ""benign""}","{""BV3-0146"": ""benign"", ""BV3-0529"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0131,BV3-0017;BV3-0413,"{""BV3-0017"": ""malicious"", ""BV3-0413"": ""benign""}","{""BV3-0017"": ""malicious"", ""BV3-0413"": ""benign""}",consistent_or_mixed
CF-REV-0132,BV3-0018;BV3-0426,"{""BV3-0018"": ""malicious"", ""BV3-0426"": ""benign""}","{""BV3-0018"": ""malicious"", ""BV3-0426"": ""benign""}",consistent_or_mixed
CF-REV-0133,BV3-0019;BV3-0439,"{""BV3-0019"": ""malicious"", ""BV3-0439"": ""benign""}","{""BV3-0019"": ""malicious"", ""BV3-0439"": ""benign""}",consistent_or_mixed
CF-REV-0134,BV3-0030;BV3-0452,"{""BV3-0030"": ""malicious"", ""BV3-0452"": ""benign""}","{""BV3-0030"": ""malicious"", ""BV3-0452"": ""benign""}",consistent_or_mixed
CF-REV-0135,BV3-0043;BV3-0465,"{""BV3-0043"": ""malicious"", ""BV3-0465"": ""benign""}","{""BV3-0043"": ""benign"", ""BV3-0465"": ""benign""}",insensitive_to_counterfactual_label_change
CF-REV-0136,BV3-0056;BV3-0478,"{""BV3-0056"": ""malicious"", ""BV3-0478"": ""benign""}","{""BV3-0056"": ""malicious"", ""BV3-0478"": ""benign""}",consistent_or_mixed
CF-REV-0137,BV3-0069;BV3-0491,"{""BV3-0069"": ""malicious"", ""BV3-0491"": ""benign""}","{""BV3-0069"": ""malicious"", ""BV3-0491"": ""benign""}",consistent_or_mixed
CF-REV-0140,BV3-0108;BV3-0530,"{""BV3-0108"": ""malicious"", ""BV3-0530"": ""benign""}","{""BV3-0108"": ""malicious"", ""BV3-0530"": ""benign""}",consistent_or_mixed
CF-REV-0141,BV3-0121;BV3-0543,"{""BV3-0121"": ""malicious"", ""BV3-0543"": ""benign""}","{""BV3-0121"": ""malicious"", ""BV3-0543"": ""benign""}",consistent_or_mixed
CF-REV-0142,BV3-0134;BV3-0556,"{""BV3-0134"": ""malicious"", ""BV3-0556"": ""benign""}","{""BV3-0134"": ""malicious"", ""BV3-0556"": ""benign""}",consistent_or_mixed
CF-REV-0143,BV3-0147;BV3-0569,"{""BV3-0147"": ""malicious"", ""BV3-0569"": ""benign""}","{""BV3-0147"": ""malicious"", ""BV3-0569"": ""benign""}",consistent_or_mixed
CF-REV-0144,BV3-0159;BV3-0582,"{""BV3-0159"": ""malicious"", ""BV3-0582"": ""benign""}","{""BV3-0159"": ""malicious"", ""BV3-0582"": ""benign""}",consistent_or_mixed
CF-REV-0145,BV3-0167;BV3-0595,"{""BV3-0167"": ""malicious"", ""BV3-0595"": ""benign""}","{""BV3-0167"": ""malicious"", ""BV3-0595"": ""benign""}",consistent_or_mixed
CF-REV-0146,BV3-0173;BV3-0608,"{""BV3-0173"": ""malicious"", ""BV3-0608"": ""benign""}","{""BV3-0173"": ""malicious"", ""BV3-0608"": ""benign""}",consistent_or_mixed
CF-REV-0147,BV3-0176;BV3-0621,"{""BV3-0176"": ""malicious"", ""BV3-0621"": ""benign""}","{""BV3-0176"": ""malicious"", ""BV3-0621"": ""benign""}",consistent_or_mixed
CF-REV-0148,BV3-0179;BV3-0634,"{""BV3-0179"": ""malicious"", ""BV3-0634"": ""benign""}","{""BV3-0179"": ""malicious"", ""BV3-0634"": ""benign""}",consistent_or_mixed
CF-REV-0149,BV3-0181;BV3-0647,"{""BV3-0181"": ""malicious"", ""BV3-0647"": ""benign""}","{""BV3-0181"": ""malicious"", ""BV3-0647"": ""benign""}",consistent_or_mixed
CF-REV-0150,BV3-0182;BV3-0660,"{""BV3-0182"": ""malicious"", ""BV3-0660"": ""benign""}","{""BV3-0182"": ""malicious"", ""BV3-0660"": ""benign""}",consistent_or_mixed
CF-REV-0151,BV3-0183;BV3-0672,"{""BV3-0183"": ""malicious"", ""BV3-0672"": ""benign""}","{""BV3-0183"": ""malicious"", ""BV3-0672"": ""benign""}",consistent_or_mixed
CF-REV-0152,BV3-0184;BV3-0684,"{""BV3-0184"": ""malicious"", ""BV3-0684"": ""benign""}","{""BV3-0184"": ""malicious"", ""BV3-0684"": ""benign""}",consistent_or_mixed
